Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
21-03-2021,Karnataka,-,-,943208,12432,968487
21-03-2021,Kerala,-,-,1072554,4482,1102353
21-03-2021,Lakshadweep,-,-,511,1,648
21-03-2021,Ladakh,-,-,9703,130,9906
21-03-2021,Madhya Pradesh,-,-,263158,3903,274405
21-03-2021,Maharashtra,-,-,2203553,53300,2449147
21-03-2021,Manipur,-,-,28931,373,29332
21-03-2021,Meghalaya,-,-,13835,149,14012
21-03-2021,Mizoram,-,-,4421,11,4447
21-03-2021,Nagaland,-,-,12132,91,12225
21-03-2021,Odisha,-,-,336066,1918,338719
21-03-2021,Puducherry,-,-,39521,674,40322
21-03-2021,Punjab,-,-,187198,6280,210466
21-03-2021,Rajasthan,-,-,318842,2796,324948
21-03-2021,Sikkim,-,-,6016,135,6204
21-03-2021,Tamil Nadu,-,-,845812,12590,865693
21-03-2021,Telengana,-,-,298645,1669,303118
21-03-2021,Tripura,-,-,33043,391,33464
21-03-2021,Uttarakhand,-,-,95851,1704,98311
21-03-2021,Uttar Pradesh,-,-,595518,8758,607050
21-03-2021,West Bengal,-,-,566526,10303,580209
20-03-2021,Andhra Pradesh,-,-,883890,7187,892986
20-03-2021,Andaman and Nicobar Islands,-,-,4969,62,5038
20-03-2021,Arunachal Pradesh,-,-,16783,56,16842
20-03-2021,Assam,-,-,215183,1100,217924
20-03-2021,Bihar,-,-,261362,1556,263355
20-03-2021,Chandigarh,-,-,22060,360,24017
20-03-2021,Chhattisgarh,-,-,311198,3929,321880
20-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3424,2,3464
20-03-2021,Delhi,-,-,632230,10953,646348
20-03-2021,Goa,-,-,54657,815,56371
20-03-2021,Gujarat,-,-,273280,4437,283864
20-03-2021,Haryana,-,-,270670,3090,278140
20-03-2021,Himachal Pradesh,-,-,58249,1016,60389
20-03-2021,Jammu and Kashmir,-,-,125118,1979,128249
20-03-2021,Jharkhand,-,-,119307,1095,121055
20-03-2021,Karnataka,-,-,942178,12425,966689
20-03-2021,Kerala,-,-,1070343,4467,1100275
20-03-2021,Lakshadweep,-,-,489,1,647
20-03-2021,Ladakh,-,-,9698,130,9881
20-03-2021,Madhya Pradesh,-,-,262587,3901,273097
20-03-2021,Maharashtra,-,-,2189965,53208,2422021
20-03-2021,Manipur,-,-,28929,373,29326
20-03-2021,Meghalaya,-,-,13829,148,14008
20-03-2021,Mizoram,-,-,4421,11,4446
20-03-2021,Nagaland,-,-,12132,91,12225
20-03-2021,Odisha,-,-,335994,1918,338599
20-03-2021,Puducherry,-,-,39521,674,40262
20-03-2021,Punjab,-,-,186187,6242,207888
20-03-2021,Rajasthan,-,-,318586,2796,324503
20-03-2021,Sikkim,-,-,6015,135,6199
20-03-2021,Tamil Nadu,-,-,845178,12582,864450
20-03-2021,Telengana,-,-,298451,1666,302724
20-03-2021,Tripura,-,-,33043,391,33459
20-03-2021,Uttarakhand,-,-,95796,1704,98228
20-03-2021,Uttar Pradesh,-,-,595382,8757,606609
20-03-2021,West Bengal,-,-,566228,10301,579826
19-03-2021,Andhra Pradesh,-,-,883759,7186,892740
19-03-2021,Andaman and Nicobar Islands,-,-,4969,62,5036
19-03-2021,Arunachal Pradesh,-,-,16783,56,16842
19-03-2021,Assam,-,-,215160,1100,217905
19-03-2021,Bihar,-,-,261304,1555,263265
19-03-2021,Chandigarh,-,-,21978,359,23803
19-03-2021,Chhattisgarh,-,-,310838,3920,320783
19-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3422,2,3454
19-03-2021,Delhi,-,-,631756,10949,645632
19-03-2021,Goa,-,-,54597,813,56271
19-03-2021,Gujarat,-,-,272332,4433,282449
19-03-2021,Haryana,-,-,270222,3089,277268
19-03-2021,Himachal Pradesh,-,-,58151,1013,60207
19-03-2021,Jammu and Kashmir,-,-,125046,1978,128097
19-03-2021,Jharkhand,-,-,119232,1094,120950
19-03-2021,Karnataka,-,-,941309,12415,965102
19-03-2021,Kerala,-,-,1068378,4450,1098291
19-03-2021,Lakshadweep,-,-,470,1,644
19-03-2021,Ladakh,-,-,9695,130,9876
19-03-2021,Madhya Pradesh,-,-,262031,3894,271957
19-03-2021,Maharashtra,-,-,2175565,53138,2396340
19-03-2021,Manipur,-,-,28924,373,29325
19-03-2021,Meghalaya,-,-,13825,148,14005
19-03-2021,Mizoram,-,-,4421,11,4445
19-03-2021,Nagaland,-,-,12127,91,12225
19-03-2021,Odisha,-,-,335923,1918,338489
19-03-2021,Puducherry,-,-,39521,674,40201
19-03-2021,Punjab,-,-,184848,6204,205418
19-03-2021,Rajasthan,-,-,318284,2794,324101
19-03-2021,Sikkim,-,-,6013,135,6196
19-03-2021,Tamil Nadu,-,-,844568,12573,863363
19-03-2021,Telengana,-,-,298262,1664,302360
19-03-2021,Tripura,-,-,33042,391,33454
19-03-2021,Uttarakhand,-,-,95727,1704,98129
19-03-2021,Uttar Pradesh,-,-,595259,8753,606229
19-03-2021,West Bengal,-,-,565938,10300,579479
18-03-2021,Andhra Pradesh,-,-,883642,7186,892522
18-03-2021,Andaman and Nicobar Islands,-,-,4967,62,5035
18-03-2021,Arunachal Pradesh,-,-,16783,56,16841
18-03-2021,Assam,-,-,215146,1099,217872
18-03-2021,Bihar,-,-,261240,1554,263158
18-03-2021,Chandigarh,-,-,21903,359,23592
18-03-2021,Chhattisgarh,-,-,310503,3915,319717
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3417,2,3445
18-03-2021,Delhi,-,-,631375,10948,645025
18-03-2021,Goa,-,-,54556,812,56173
18-03-2021,Gujarat,-,-,271433,4430,281173
18-03-2021,Haryana,-,-,269812,3083,276635
18-03-2021,Himachal Pradesh,-,-,58090,1011,60036
18-03-2021,Jammu and Kashmir,-,-,124972,1977,127957
18-03-2021,Jharkhand,-,-,119160,1094,120853
18-03-2021,Karnataka,-,-,940968,12407,963614
18-03-2021,Kerala,-,-,1066259,4435,1096392
18-03-2021,Lakshadweep,-,-,459,1,639
18-03-2021,Ladakh,-,-,9691,130,9865
18-03-2021,Madhya Pradesh,-,-,261531,3893,271040
18-03-2021,Maharashtra,-,-,2163391,53080,2370507
18-03-2021,Manipur,-,-,28922,373,29323
18-03-2021,Meghalaya,-,-,13824,148,14002
18-03-2021,Mizoram,-,-,4417,11,4445
18-03-2021,Nagaland,-,-,12127,91,12225
18-03-2021,Odisha,-,-,335857,1918,338405
18-03-2021,Puducherry,-,-,39233,673,40120
18-03-2021,Punjab,-,-,183557,6172,203049
18-03-2021,Rajasthan,-,-,318132,2791,323774
18-03-2021,Sikkim,-,-,6013,135,6194
18-03-2021,Tamil Nadu,-,-,843999,12564,862374
18-03-2021,Telengana,-,-,298120,1662,302047
18-03-2021,Tripura,-,-,33041,391,33444
18-03-2021,Uttarakhand,-,-,95665,1704,98041
18-03-2021,Uttar Pradesh,-,-,595150,8751,605915
18-03-2021,West Bengal,-,-,565670,10298,579156
17-03-2021,Andhra Pradesh,-,-,883505,7185,892269
17-03-2021,Andaman and Nicobar Islands,-,-,4967,62,5032
17-03-2021,Arunachal Pradesh,-,-,16783,56,16841
17-03-2021,Assam,-,-,215127,1099,217839
17-03-2021,Bihar,-,-,261200,1553,263100
17-03-2021,Chandigarh,-,-,21833,359,23391
17-03-2021,Chhattisgarh,-,-,310260,3909,318830
17-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3416,2,3445
17-03-2021,Delhi,-,-,631056,10945,644489
17-03-2021,Goa,-,-,54497,811,56100
17-03-2021,Gujarat,-,-,270658,4427,280051
17-03-2021,Haryana,-,-,269517,3079,276080
17-03-2021,Himachal Pradesh,-,-,58038,1011,59869
17-03-2021,Jammu and Kashmir,-,-,124882,1976,127831
17-03-2021,Jharkhand,-,-,119100,1094,120771
17-03-2021,Karnataka,-,-,940489,12403,962339
17-03-2021,Kerala,-,-,1063444,4422,1094294
17-03-2021,Lakshadweep,-,-,457,1,625
17-03-2021,Ladakh,-,-,9690,130,9863
17-03-2021,Madhya Pradesh,-,-,261031,3891,270208
17-03-2021,Maharashtra,-,-,2154253,52996,2347328
17-03-2021,Manipur,-,-,28918,373,29315
17-03-2021,Meghalaya,-,-,13821,148,14000
17-03-2021,Mizoram,-,-,4417,10,4442
17-03-2021,Nagaland,-,-,12120,91,12225
17-03-2021,Odisha,-,-,335796,1918,338323
17-03-2021,Puducherry,-,-,39215,673,40068
17-03-2021,Punjab,-,-,182283,6137,201036
17-03-2021,Rajasthan,-,-,318009,2791,323461
17-03-2021,Sikkim,-,-,6012,135,6191
17-03-2021,Tamil Nadu,-,-,843423,12556,861429
17-03-2021,Telengana,-,-,298009,1659,301769
17-03-2021,Tripura,-,-,33039,391,33441
17-03-2021,Uttarakhand,-,-,95628,1704,97931
17-03-2021,Uttar Pradesh,-,-,594993,8750,605655
17-03-2021,West Bengal,-,-,565398,10297,578853
16-03-2021,Andhra Pradesh,-,-,883380,7185,892008
16-03-2021,Andaman and Nicobar Islands,-,-,4966,62,5031
16-03-2021,Arunachal Pradesh,-,-,16783,56,16840
16-03-2021,Assam,-,-,215106,1099,217817
16-03-2021,Bihar,-,-,261171,1552,263051
16-03-2021,Chandigarh,-,-,21720,358,23244
16-03-2021,Chhattisgarh,-,-,309979,3897,317974
16-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3407,2,3440
16-03-2021,Delhi,-,-,630799,10944,644064
16-03-2021,Goa,-,-,54424,807,56006
16-03-2021,Gujarat,-,-,269955,4425,279097
16-03-2021,Haryana,-,-,269268,3077,275557
16-03-2021,Himachal Pradesh,-,-,57983,1010,59750
16-03-2021,Jammu and Kashmir,-,-,124823,1974,127734
16-03-2021,Jharkhand,-,-,119046,1093,120695
16-03-2021,Karnataka,-,-,939928,12397,961204
16-03-2021,Kerala,-,-,1060560,4407,1092324
16-03-2021,Lakshadweep,-,-,416,1,606
16-03-2021,Ladakh,-,-,9688,130,9852
16-03-2021,Madhya Pradesh,-,-,260477,3890,269391
16-03-2021,Maharashtra,-,-,2144743,52909,2329464
16-03-2021,Manipur,-,-,28916,373,29313
16-03-2021,Meghalaya,-,-,13820,148,13997
16-03-2021,Mizoram,-,-,4417,10,4439
16-03-2021,Nagaland,-,-,12120,91,12225
16-03-2021,Odisha,-,-,335730,1918,338258
16-03-2021,Puducherry,-,-,39186,672,40044
16-03-2021,Punjab,-,-,181532,6099,199573
16-03-2021,Rajasthan,-,-,317858,2790,323220
16-03-2021,Sikkim,-,-,6008,135,6184
16-03-2021,Tamil Nadu,-,-,842862,12551,860562
16-03-2021,Telengana,-,-,297851,1656,301522
16-03-2021,Tripura,-,-,33029,391,33440
16-03-2021,Uttarakhand,-,-,95581,1704,97866
16-03-2021,Uttar Pradesh,-,-,594855,8748,605441
16-03-2021,West Bengal,-,-,565156,10295,578598
15-03-2021,Andhra Pradesh,-,-,883277,7184,891861
15-03-2021,Andaman and Nicobar Islands,-,-,4964,62,5031
15-03-2021,Arunachal Pradesh,-,-,16781,56,16840
15-03-2021,Assam,-,-,215080,1098,217797
15-03-2021,Bihar,-,-,261136,1551,263025
15-03-2021,Chandigarh,-,-,21650,358,23096
15-03-2021,Chhattisgarh,-,-,309433,3890,317329
15-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3405,2,3438
15-03-2021,Delhi,-,-,630493,10941,643696
15-03-2021,Goa,-,-,54362,806,55917
15-03-2021,Gujarat,-,-,269361,4424,278207
15-03-2021,Haryana,-,-,268968,3074,275137
15-03-2021,Himachal Pradesh,-,-,57909,1006,59675
15-03-2021,Jammu and Kashmir,-,-,124746,1974,127640
15-03-2021,Jharkhand,-,-,118987,1093,120628
15-03-2021,Karnataka,-,-,939499,12390,960272
15-03-2021,Kerala,-,-,1057097,4396,1091270
15-03-2021,Lakshadweep,-,-,400,1,604
15-03-2021,Ladakh,-,-,9686,130,9847
15-03-2021,Madhya Pradesh,-,-,259967,3887,268594
15-03-2021,Maharashtra,-,-,2134072,52861,2314413
15-03-2021,Manipur,-,-,28914,373,29313
15-03-2021,Meghalaya,-,-,13820,148,13997
15-03-2021,Mizoram,-,-,4416,10,4437
15-03-2021,Nagaland,-,-,12120,91,12225
15-03-2021,Odisha,-,-,335660,1918,338192
15-03-2021,Puducherry,-,-,39169,671,40030
15-03-2021,Punjab,-,-,180133,6072,197755
15-03-2021,Rajasthan,-,-,317726,2790,322969
15-03-2021,Sikkim,-,-,6003,135,6184
15-03-2021,Tamil Nadu,-,-,842309,12547,859726
15-03-2021,Telengana,-,-,297681,1654,301318
15-03-2021,Tripura,-,-,33029,391,33433
15-03-2021,Uttarakhand,-,-,95494,1703,97806
15-03-2021,Uttar Pradesh,-,-,594693,8746,605290
15-03-2021,West Bengal,-,-,564912,10292,578347
14-03-2021,Andhra Pradesh,-,-,883113,7182,891563
14-03-2021,Andaman and Nicobar Islands,-,-,4964,62,5030
14-03-2021,Arunachal Pradesh,-,-,16781,56,16840
14-03-2021,Assam,-,-,215063,1098,217780
14-03-2021,Bihar,-,-,261092,1550,262974
14-03-2021,Chandigarh,-,-,21586,358,22976
14-03-2021,Chhattisgarh,-,-,309198,3886,316854
14-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3405,2,3435
14-03-2021,Delhi,-,-,630143,10939,643289
14-03-2021,Goa,-,-,54279,805,55851
14-03-2021,Gujarat,-,-,268775,4422,277397
14-03-2021,Haryana,-,-,268672,3073,274697
14-03-2021,Himachal Pradesh,-,-,57848,1004,59597
14-03-2021,Jammu and Kashmir,-,-,124680,1974,127535
14-03-2021,Jharkhand,-,-,118959,1093,120567
14-03-2021,Karnataka,-,-,938890,12387,959338
14-03-2021,Kerala,-,-,1053859,4381,1089478
14-03-2021,Lakshadweep,-,-,394,1,603
14-03-2021,Ladakh,-,-,9686,130,9847
14-03-2021,Madhya Pradesh,-,-,259454,3885,267851
14-03-2021,Maharashtra,-,-,2125211,52811,2297793
14-03-2021,Manipur,-,-,28911,373,29311
14-03-2021,Meghalaya,-,-,13818,148,13992
14-03-2021,Mizoram,-,-,4416,10,4436
14-03-2021,Nagaland,-,-,12120,91,12225
14-03-2021,Odisha,-,-,335569,1918,338121
14-03-2021,Puducherry,-,-,39154,670,40015
14-03-2021,Punjab,-,-,179295,6052,196263
14-03-2021,Rajasthan,-,-,317601,2789,322719
14-03-2021,Sikkim,-,-,6002,135,6184
14-03-2021,Tamil Nadu,-,-,841762,12543,858967
14-03-2021,Telengana,-,-,297515,1653,301161
14-03-2021,Tripura,-,-,33026,391,33429
14-03-2021,Uttarakhand,-,-,95469,1702,97754
14-03-2021,Uttar Pradesh,-,-,594550,8745,605112
14-03-2021,West Bengal,-,-,564637,10288,578064
13-03-2021,Andhra Pradesh,-,-,882981,7180,891388
13-03-2021,Andaman and Nicobar Islands,-,-,4961,62,5029
13-03-2021,Arunachal Pradesh,-,-,16780,56,16840
13-03-2021,Assam,-,-,215041,1097,217766
13-03-2021,Bihar,-,-,261064,1549,262937
13-03-2021,Chandigarh,-,-,21539,357,22832
13-03-2021,Chhattisgarh,-,-,308854,3880,316311
13-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3405,2,3431
13-03-2021,Delhi,-,-,629841,10936,642870
13-03-2021,Goa,-,-,54209,804,55758
13-03-2021,Gujarat,-,-,268196,4420,276622
13-03-2021,Haryana,-,-,268397,3069,274273
13-03-2021,Himachal Pradesh,-,-,57818,1003,59527
13-03-2021,Jammu and Kashmir,-,-,124578,1971,127436
13-03-2021,Jharkhand,-,-,118922,1093,120524
13-03-2021,Karnataka,-,-,937898,12386,958417
13-03-2021,Kerala,-,-,1050603,4369,1087443
13-03-2021,Lakshadweep,-,-,380,1,587
13-03-2021,Ladakh,-,-,9686,130,9846
13-03-2021,Madhya Pradesh,-,-,258958,3883,267176
13-03-2021,Maharashtra,-,-,2117744,52723,2282191
13-03-2021,Manipur,-,-,28907,373,29310
13-03-2021,Meghalaya,-,-,13818,148,13986
13-03-2021,Mizoram,-,-,4416,10,4435
13-03-2021,Nagaland,-,-,12120,91,12221
13-03-2021,Odisha,-,-,335499,1917,338056
13-03-2021,Puducherry,-,-,39128,670,39984
13-03-2021,Punjab,-,-,178271,6030,194753
13-03-2021,Rajasthan,-,-,317487,2789,322518
13-03-2021,Sikkim,-,-,5994,135,6183
13-03-2021,Tamil Nadu,-,-,841250,12539,858272
13-03-2021,Telengana,-,-,297363,1652,300933
13-03-2021,Tripura,-,-,33026,391,33427
13-03-2021,Uttarakhand,-,-,95362,1700,97700
13-03-2021,Uttar Pradesh,-,-,594396,8743,604958
13-03-2021,West Bengal,-,-,564368,10287,577788
12-03-2021,Andhra Pradesh,-,-,882763,7177,891004
12-03-2021,Andaman and Nicobar Islands,-,-,4960,62,5028
12-03-2021,Arunachal Pradesh,-,-,16780,56,16840
12-03-2021,Assam,-,-,214997,1096,217726
12-03-2021,Bihar,-,-,261013,1548,262864
12-03-2021,Chandigarh,-,-,21416,357,22589
12-03-2021,Chhattisgarh,-,-,308269,3872,315486
12-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3404,2,3426
12-03-2021,Delhi,-,-,629199,10931,642030
12-03-2021,Goa,-,-,54130,802,55607
12-03-2021,Gujarat,-,-,267250,4418,275197
12-03-2021,Haryana,-,-,267942,3064,273446
12-03-2021,Himachal Pradesh,-,-,57745,1003,59347
12-03-2021,Jammu and Kashmir,-,-,124421,1968,127288
12-03-2021,Jharkhand,-,-,118823,1093,120436
12-03-2021,Karnataka,-,-,936947,12379,956801
12-03-2021,Kerala,-,-,1043473,4342,1083530
12-03-2021,Lakshadweep,-,-,355,1,524
12-03-2021,Ladakh,-,-,9669,130,9838
12-03-2021,Madhya Pradesh,-,-,258251,3877,266043
12-03-2021,Maharashtra,-,-,2099207,52610,2252057
12-03-2021,Manipur,-,-,28897,373,29305
12-03-2021,Meghalaya,-,-,13816,148,13983
12-03-2021,Mizoram,-,-,4415,10,4434
12-03-2021,Nagaland,-,-,12116,91,12217
12-03-2021,Odisha,-,-,335322,1917,337929
12-03-2021,Puducherry,-,-,39083,670,39932
12-03-2021,Punjab,-,-,176660,5978,192040
12-03-2021,Rajasthan,-,-,317257,2789,322078
12-03-2021,Sikkim,-,-,5994,135,6178
12-03-2021,Tamil Nadu,-,-,840180,12530,856917
12-03-2021,Telengana,-,-,297032,1649,300536
12-03-2021,Tripura,-,-,33016,391,33425
12-03-2021,Uttarakhand,-,-,95268,1697,97565
12-03-2021,Uttar Pradesh,-,-,594219,8740,604648
12-03-2021,West Bengal,-,-,563857,10283,577267
11-03-2021,Andhra Pradesh,-,-,882670,7176,890884
11-03-2021,Andaman and Nicobar Islands,-,-,4958,62,5028
11-03-2021,Arunachal Pradesh,-,-,16780,56,16839
11-03-2021,Assam,-,-,214979,1096,217704
11-03-2021,Bihar,-,-,260975,1547,262820
11-03-2021,Chandigarh,-,-,21368,356,22502
11-03-2021,Chhattisgarh,-,-,308143,3864,315030
11-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3404,2,3423
11-03-2021,Delhi,-,-,628920,10928,641660
11-03-2021,Goa,-,-,54073,802,55538
11-03-2021,Gujarat,-,-,266766,4418,274522
11-03-2021,Haryana,-,-,267762,3062,273087
11-03-2021,Himachal Pradesh,-,-,57616,1002,59239
11-03-2021,Jammu and Kashmir,-,-,124367,1965,127191
11-03-2021,Jharkhand,-,-,118787,1093,120374
11-03-2021,Karnataka,-,-,936616,12373,956041
11-03-2021,Kerala,-,-,1039281,4328,1081055
11-03-2021,Lakshadweep,-,-,341,1,509
11-03-2021,Ladakh,-,-,9662,130,9835
11-03-2021,Madhya Pradesh,-,-,257942,3874,265527
11-03-2021,Maharashtra,-,-,2089294,52556,2238398
11-03-2021,Manipur,-,-,28895,373,29298
11-03-2021,Meghalaya,-,-,13815,148,13977
11-03-2021,Mizoram,-,-,4415,10,4434
11-03-2021,Nagaland,-,-,12108,91,12217
11-03-2021,Odisha,-,-,335250,1917,337860
11-03-2021,Puducherry,-,-,39060,670,39908
11-03-2021,Punjab,-,-,176164,5961,190647
11-03-2021,Rajasthan,-,-,317138,2789,321890
11-03-2021,Sikkim,-,-,5990,135,6175
11-03-2021,Tamil Nadu,-,-,839648,12525,856246
11-03-2021,Telengana,-,-,296916,1646,300342
11-03-2021,Tripura,-,-,33010,391,33425
11-03-2021,Uttarakhand,-,-,95223,1695,97529
11-03-2021,Uttar Pradesh,-,-,594109,8740,604527
11-03-2021,West Bengal,-,-,563601,10281,577026
10-03-2021,Andhra Pradesh,-,-,882670,7176,890884
10-03-2021,Andaman and Nicobar Islands,-,-,4958,62,5028
10-03-2021,Arunachal Pradesh,-,-,16780,56,16839
10-03-2021,Assam,-,-,214979,1096,217704
10-03-2021,Bihar,-,-,260975,1547,262820
10-03-2021,Chandigarh,-,-,21368,356,22502
10-03-2021,Chhattisgarh,-,-,308143,3864,315030
10-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3404,2,3423
10-03-2021,Delhi,-,-,628920,10928,641660
10-03-2021,Goa,-,-,54073,802,55538
10-03-2021,Gujarat,-,-,266766,4418,274522
10-03-2021,Haryana,-,-,267762,3062,273087
10-03-2021,Himachal Pradesh,-,-,57616,1002,59239
10-03-2021,Jammu and Kashmir,-,-,124367,1965,127191
10-03-2021,Jharkhand,-,-,118787,1093,120374
10-03-2021,Karnataka,-,-,936616,12373,956041
10-03-2021,Kerala,-,-,1039281,4328,1081055
10-03-2021,Lakshadweep,-,-,341,1,509
10-03-2021,Ladakh,-,-,9662,130,9835
10-03-2021,Madhya Pradesh,-,-,257942,3874,265527
10-03-2021,Maharashtra,-,-,2089294,52556,2238398
10-03-2021,Manipur,-,-,28895,373,29298
10-03-2021,Meghalaya,-,-,13815,148,13977
10-03-2021,Mizoram,-,-,4415,10,4434
10-03-2021,Nagaland,-,-,12108,91,12217
10-03-2021,Odisha,-,-,335250,1917,337860
10-03-2021,Puducherry,-,-,39060,670,39908
10-03-2021,Punjab,-,-,176164,5961,190647
10-03-2021,Rajasthan,-,-,317138,2789,321890
10-03-2021,Sikkim,-,-,5990,135,6175
10-03-2021,Tamil Nadu,-,-,839648,12525,856246
10-03-2021,Telengana,-,-,296916,1646,300342
10-03-2021,Tripura,-,-,33010,391,33425
10-03-2021,Uttarakhand,-,-,95223,1695,97529
10-03-2021,Uttar Pradesh,-,-,594109,8740,604527
10-03-2021,West Bengal,-,-,563601,10281,577026
09-03-2021,Andhra Pradesh,-,-,882581,7176,890766
09-03-2021,Andaman and Nicobar Islands,-,-,4957,62,5026
09-03-2021,Arunachal Pradesh,-,-,16780,56,16839
09-03-2021,Assam,-,-,214964,1094,217682
09-03-2021,Bihar,-,-,260942,1547,261232
09-03-2021,Chandigarh,-,-,21316,356,22397
09-03-2021,Chhattisgarh,-,-,307862,3859,314640
09-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3402,2,3421
09-03-2021,Delhi,-,-,628686,10924,641340
09-03-2021,Goa,-,-,54032,799,55463
09-03-2021,Gujarat,-,-,266313,4416,273941
09-03-2021,Haryana,-,-,267610,3058,272751
09-03-2021,Himachal Pradesh,-,-,57580,1000,59197
09-03-2021,Jammu and Kashmir,-,-,124280,1963,127114
09-03-2021,Jharkhand,-,-,118747,1093,120312
09-03-2021,Karnataka,-,-,936250,12367,943084
09-03-2021,Kerala,-,-,1034895,4312,1078739
09-03-2021,Lakshadweep,-,-,329,1,494
09-03-2021,Ladakh,-,-,9659,130,9833
09-03-2021,Madhya Pradesh,-,-,257560,3872,265070
09-03-2021,Maharashtra,-,-,2077112,52500,2228471
09-03-2021,Manipur,-,-,28894,373,29296
09-03-2021,Meghalaya,-,-,13813,148,13973
09-03-2021,Mizoram,-,-,4412,10,4432
09-03-2021,Nagaland,-,-,12107,91,12217
09-03-2021,Odisha,-,-,335168,1917,337803
09-03-2021,Puducherry,-,-,39041,670,39882
09-03-2021,Punjab,-,-,175659,5941,189620
09-03-2021,Rajasthan,-,-,317039,2789,321711
09-03-2021,Sikkim,-,-,5989,135,6174
09-03-2021,Tamil Nadu,-,-,839138,12521,855677
09-03-2021,Telengana,-,-,296740,1644,300153
09-03-2021,Tripura,-,-,33003,391,33424
09-03-2021,Uttarakhand,-,-,95123,1695,97480
09-03-2021,Uttar Pradesh,-,-,594008,8738,604380
09-03-2021,West Bengal,-,-,563403,10280,576838
08-03-2021,Andhra Pradesh,-,-,882520,7174,890692
08-03-2021,Andaman and Nicobar Islands,-,-,4955,62,5024
08-03-2021,Arunachal Pradesh,-,-,16780,56,16839
08-03-2021,Assam,-,-,214947,1094,217668
08-03-2021,Bihar,-,-,260899,1546,262758
08-03-2021,Chandigarh,-,-,21253,355,22318
08-03-2021,Chhattisgarh,-,-,307642,3858,314320
08-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3402,2,3416
08-03-2021,Delhi,-,-,628377,10921,641101
08-03-2021,Goa,-,-,53922,799,55409
08-03-2021,Gujarat,-,-,265831,4415,273386
08-03-2021,Haryana,-,-,267433,3056,272520
08-03-2021,Himachal Pradesh,-,-,57507,997,59118
08-03-2021,Jammu and Kashmir,-,-,124190,1962,127044
08-03-2021,Jharkhand,-,-,118703,1093,120259
08-03-2021,Karnataka,-,-,935772,12362,955015
08-03-2021,Kerala,-,-,1031865,4300,1077327
08-03-2021,Lakshadweep,-,-,327,1,486
08-03-2021,Ladakh,-,-,9657,130,9831
08-03-2021,Madhya Pradesh,-,-,257166,3871,264643
08-03-2021,Maharashtra,-,-,2068044,52478,2219727
08-03-2021,Manipur,-,-,28890,373,29291
08-03-2021,Meghalaya,-,-,13811,148,13972
08-03-2021,Mizoram,-,-,4410,10,4428
08-03-2021,Nagaland,-,-,12106,91,12217
08-03-2021,Odisha,-,-,335080,1917,337744
08-03-2021,Puducherry,-,-,39022,670,39868
08-03-2021,Punjab,-,-,174967,5927,188391
08-03-2021,Rajasthan,-,-,316988,2789,321532
08-03-2021,Sikkim,-,-,5989,135,6174
08-03-2021,Tamil Nadu,-,-,838606,12518,855121
08-03-2021,Telengana,-,-,296562,1642,300011
08-03-2021,Tripura,-,-,33003,391,33424
08-03-2021,Uttarakhand,-,-,95095,1695,97422
08-03-2021,Uttar Pradesh,-,-,593895,8737,604279
08-03-2021,West Bengal,-,-,563182,10278,576623
07-03-2021,Andhra Pradesh,-,-,882462,7173,890556
07-03-2021,Andaman and Nicobar Islands,-,-,4955,62,5024
07-03-2021,Arunachal Pradesh,-,-,16780,56,16839
07-03-2021,Assam,-,-,214930,1094,217649
07-03-2021,Bihar,-,-,260849,1545,262728
07-03-2021,Chandigarh,-,-,21208,355,22238
07-03-2021,Chhattisgarh,-,-,307522,3855,314098
07-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3402,2,3409
07-03-2021,Delhi,-,-,628117,10919,640815
07-03-2021,Goa,-,-,53862,799,55361
07-03-2021,Gujarat,-,-,265372,4414,272811
07-03-2021,Haryana,-,-,267261,3056,272215
07-03-2021,Himachal Pradesh,-,-,57473,997,59059
07-03-2021,Jammu and Kashmir,-,-,124089,1961,126932
07-03-2021,Jharkhand,-,-,118665,1091,120217
07-03-2021,Karnataka,-,-,935421,12359,954393
07-03-2021,Kerala,-,-,1027826,4287,1075227
07-03-2021,Lakshadweep,-,-,313,1,473
07-03-2021,Ladakh,-,-,9656,130,9830
07-03-2021,Madhya Pradesh,-,-,256819,3868,264214
07-03-2021,Maharashtra,-,-,2062031,52440,2208586
07-03-2021,Manipur,-,-,28884,373,29288
07-03-2021,Meghalaya,-,-,13810,148,13970
07-03-2021,Mizoram,-,-,4409,10,4428
07-03-2021,Nagaland,-,-,12105,91,12211
