Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
19-04-2021,Uttarakhand,-,-,104872,1868,124033
19-04-2021,Uttar Pradesh,-,-,650333,9830,851620
19-04-2021,West Bengal,-,-,599721,10568,659927
18-04-2021,Andhra Pradesh,-,-,907598,7388,955455
18-04-2021,Andaman and Nicobar Islands,-,-,5146,64,5331
18-04-2021,Arunachal Pradesh,-,-,16806,56,16967
18-04-2021,Assam,-,-,216546,1129,223816
18-04-2021,Bihar,-,-,274207,1722,315427
18-04-2021,Chandigarh,-,-,29485,410,33309
18-04-2021,Chhattisgarh,-,-,396357,5738,532495
18-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3823,4,4748
18-04-2021,Delhi,-,-,746239,11960,827998
18-04-2021,Goa,-,-,58746,872,66261
18-04-2021,Gujarat,-,-,333564,5267,394229
18-04-2021,Haryana,-,-,307850,3386,349794
18-04-2021,Himachal Pradesh,-,-,65963,1180,75587
18-04-2021,Jammu and Kashmir,-,-,132205,2051,145166
18-04-2021,Jharkhand,-,-,131928,1406,158953
18-04-2021,Karnataka,-,-,1009549,13270,1141998
18-04-2021,Kerala,-,-,1135921,4904,1221167
18-04-2021,Lakshadweep,-,-,770,1,1051
18-04-2021,Ladakh,-,-,10267,133,12071
18-04-2021,Madhya Pradesh,-,-,327452,4491,395832
18-04-2021,Maharashtra,-,-,3061174,59970,3770707
18-04-2021,Manipur,-,-,29083,376,29649
18-04-2021,Meghalaya,-,-,13997,152,14798
18-04-2021,Mizoram,-,-,4483,12,4859
18-04-2021,Nagaland,-,-,12275,94,12536
18-04-2021,Odisha,-,-,344825,1942,364594
18-04-2021,Puducherry,-,-,42313,705,47108
18-04-2021,Punjab,-,-,254805,7834,295138
18-04-2021,Rajasthan,-,-,341247,3109,404355
18-04-2021,Sikkim,-,-,6150,136,6591
18-04-2021,Tamil Nadu,-,-,902022,13071,980728
18-04-2021,Telengana,-,-,312563,1824,351424
18-04-2021,Tripura,-,-,33163,394,34002
18-04-2021,Uttarakhand,-,-,104161,1856,121403
18-04-2021,Uttar Pradesh,-,-,641292,9703,821054
18-04-2021,West Bengal,-,-,595668,10540,651508
17-04-2021,Andhra Pradesh,-,-,905266,7373,948231
17-04-2021,Andaman and Nicobar Islands,-,-,5110,63,5289
17-04-2021,Arunachal Pradesh,-,-,16800,56,16948
17-04-2021,Assam,-,-,216397,1127,222940
17-04-2021,Bihar,-,-,272403,1688,307557
17-04-2021,Chandigarh,-,-,29047,408,32878
17-04-2021,Chhattisgarh,-,-,386529,5580,516412
17-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3798,4,4681
17-04-2021,Delhi,-,-,730825,11793,803623
17-04-2021,Goa,-,-,58310,868,65499
17-04-2021,Gujarat,-,-,329781,5170,384688
17-04-2021,Haryana,-,-,304906,3354,342077
17-04-2021,Himachal Pradesh,-,-,65316,1168,74195
17-04-2021,Jammu and Kashmir,-,-,131353,2048,144021
17-04-2021,Jharkhand,-,-,130694,1376,155115
17-04-2021,Karnataka,-,-,1003985,13190,1124509
17-04-2021,Kerala,-,-,1132267,4877,1207332
17-04-2021,Lakshadweep,-,-,765,1,945
17-04-2021,Ladakh,-,-,10214,132,11709
17-04-2021,Madhya Pradesh,-,-,320955,4425,384563
17-04-2021,Maharashtra,-,-,3004391,59551,3703584
17-04-2021,Manipur,-,-,29069,376,29610
17-04-2021,Meghalaya,-,-,13986,152,14703
17-04-2021,Mizoram,-,-,4482,12,4809
17-04-2021,Nagaland,-,-,12271,94,12504
17-04-2021,Odisha,-,-,343522,1938,361450
17-04-2021,Puducherry,-,-,42115,702,46393
17-04-2021,Punjab,-,-,252190,7772,290707
17-04-2021,Rajasthan,-,-,338424,3072,395309
17-04-2021,Sikkim,-,-,6142,136,6519
17-04-2021,Tamil Nadu,-,-,896759,13032,971384
17-04-2021,Telengana,-,-,311008,1809,346331
17-04-2021,Tripura,-,-,33156,394,33933
17-04-2021,Uttarakhand,-,-,103281,1819,118646
17-04-2021,Uttar Pradesh,-,-,633461,9583,793720
17-04-2021,West Bengal,-,-,592242,10506,643795
16-04-2021,Andhra Pradesh,-,-,903072,7353,942135
16-04-2021,Andaman and Nicobar Islands,-,-,5082,63,5262
16-04-2021,Arunachal Pradesh,-,-,16798,56,16920
16-04-2021,Assam,-,-,216284,1123,222367
16-04-2021,Bihar,-,-,270550,1675,301304
16-04-2021,Chandigarh,-,-,28619,407,32397
16-04-2021,Chhattisgarh,-,-,374289,5442,501500
16-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3770,4,4523
16-04-2021,Delhi,-,-,718176,11652,784137
16-04-2021,Goa,-,-,58028,862,64572
16-04-2021,Gujarat,-,-,326394,5076,375768
16-04-2021,Haryana,-,-,301948,3334,335800
16-04-2021,Himachal Pradesh,-,-,64832,1159,73353
16-04-2021,Jammu and Kashmir,-,-,130791,2046,142877
16-04-2021,Jharkhand,-,-,129301,1320,151272
16-04-2021,Karnataka,-,-,999958,13112,1109650
16-04-2021,Kerala,-,-,1128475,4856,1197301
16-04-2021,Lakshadweep,-,-,754,1,901
16-04-2021,Ladakh,-,-,10167,132,11464
16-04-2021,Madhya Pradesh,-,-,313459,4365,373518
16-04-2021,Maharashtra,-,-,2959056,59153,3639855
16-04-2021,Manipur,-,-,29062,376,29579
16-04-2021,Meghalaya,-,-,13974,151,14582
16-04-2021,Mizoram,-,-,4477,12,4747
16-04-2021,Nagaland,-,-,12267,93,12482
16-04-2021,Odisha,-,-,342570,1935,358342
16-04-2021,Puducherry,-,-,41895,699,45862
16-04-2021,Punjab,-,-,249061,7722,286816
16-04-2021,Rajasthan,-,-,335633,3041,387950
16-04-2021,Sikkim,-,-,6132,136,6497
16-04-2021,Tamil Nadu,-,-,891839,12999,962935
16-04-2021,Telengana,-,-,309594,1797,341885
16-04-2021,Tripura,-,-,33145,394,33875
16-04-2021,Uttarakhand,-,-,101958,1802,116244
16-04-2021,Uttar Pradesh,-,-,627032,9480,766360
16-04-2021,West Bengal,-,-,589424,10480,636885
15-04-2021,Andhra Pradesh,-,-,901327,7339,937049
15-04-2021,Andaman and Nicobar Islands,-,-,5078,63,5247
15-04-2021,Arunachal Pradesh,-,-,16792,56,16912
15-04-2021,Assam,-,-,216199,1122,221868
15-04-2021,Bihar,-,-,269795,1651,295171
15-04-2021,Chandigarh,-,-,28210,404,31985
15-04-2021,Chhattisgarh,-,-,362301,5307,486244
15-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3756,2,4420
15-04-2021,Delhi,-,-,705162,11540,767438
15-04-2021,Goa,-,-,57846,857,63815
15-04-2021,Gujarat,-,-,323371,4995,367616
15-04-2021,Haryana,-,-,299205,3316,329942
15-04-2021,Himachal Pradesh,-,-,64242,1148,72319
15-04-2021,Jammu and Kashmir,-,-,130304,2042,141736
15-04-2021,Jharkhand,-,-,127976,1292,147792
15-04-2021,Karnataka,-,-,996367,13046,1094912
15-04-2021,Kerala,-,-,1125775,4836,1189175
15-04-2021,Lakshadweep,-,-,746,1,845
15-04-2021,Ladakh,-,-,10095,132,11278
15-04-2021,Madhya Pradesh,-,-,309489,4312,363352
15-04-2021,Maharashtra,-,-,2905721,58804,3578160
15-04-2021,Manipur,-,-,29052,376,29561
15-04-2021,Meghalaya,-,-,13971,151,14485
15-04-2021,Mizoram,-,-,4470,12,4722
15-04-2021,Nagaland,-,-,12263,93,12440
15-04-2021,Odisha,-,-,341733,1933,355353
15-04-2021,Puducherry,-,-,41719,698,45449
15-04-2021,Punjab,-,-,246583,7672,282505
15-04-2021,Rajasthan,-,-,333379,3008,381292
15-04-2021,Sikkim,-,-,6127,136,6456
15-04-2021,Tamil Nadu,-,-,887663,12970,954948
15-04-2021,Telengana,-,-,308396,1788,338045
15-04-2021,Tripura,-,-,33143,394,33871
15-04-2021,Uttarakhand,-,-,101461,1793,114024
15-04-2021,Uttar Pradesh,-,-,622810,9376,744021
15-04-2021,West Bengal,-,-,587037,10458,630116
14-04-2021,Andhra Pradesh,-,-,899721,7321,932892
14-04-2021,Andaman and Nicobar Islands,-,-,5054,62,5209
14-04-2021,Arunachal Pradesh,-,-,16791,56,16902
14-04-2021,Assam,-,-,216093,1119,221483
14-04-2021,Bihar,-,-,268606,1630,290385
14-04-2021,Chandigarh,-,-,27793,401,31564
14-04-2021,Chhattisgarh,-,-,357668,5187,471994
14-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3727,2,4307
14-04-2021,Delhi,-,-,695210,11436,750156
14-04-2021,Goa,-,-,57601,853,63342
14-04-2021,Gujarat,-,-,320729,4922,360206
14-04-2021,Haryana,-,-,297039,3298,324544
14-04-2021,Himachal Pradesh,-,-,63990,1135,71394
14-04-2021,Jammu and Kashmir,-,-,129932,2037,140650
14-04-2021,Jharkhand,-,-,126178,1261,144594
14-04-2021,Karnataka,-,-,992003,13008,1083647
14-04-2021,Kerala,-,-,1123133,4814,1180397
14-04-2021,Lakshadweep,-,-,746,1,833
14-04-2021,Ladakh,-,-,10088,131,11070
14-04-2021,Madhya Pradesh,-,-,305832,4261,353632
14-04-2021,Maharashtra,-,-,2866097,58526,3519208
14-04-2021,Manipur,-,-,29046,376,29540
14-04-2021,Meghalaya,-,-,13966,151,14387
14-04-2021,Mizoram,-,-,4469,12,4685
14-04-2021,Nagaland,-,-,12160,93,12427
14-04-2021,Odisha,-,-,341123,1930,353086
14-04-2021,Puducherry,-,-,41477,696,44973
14-04-2021,Punjab,-,-,243410,7609,279203
14-04-2021,Rajasthan,-,-,331423,2979,375092
14-04-2021,Sikkim,-,-,6124,136,6435
14-04-2021,Tamil Nadu,-,-,884199,12945,947129
14-04-2021,Telengana,-,-,307499,1780,334738
14-04-2021,Tripura,-,-,33138,394,33844
14-04-2021,Uttarakhand,-,-,100938,1780,112071
14-04-2021,Uttar Pradesh,-,-,618293,9309,723582
14-04-2021,West Bengal,-,-,584740,10434,624224
13-04-2021,Andhra Pradesh,-,-,898238,7311,928664
13-04-2021,Andaman and Nicobar Islands,-,-,5050,62,5201
13-04-2021,Arunachal Pradesh,-,-,16791,56,16888
13-04-2021,Assam,-,-,216041,1118,220893
13-04-2021,Bihar,-,-,267559,1616,286228
13-04-2021,Chandigarh,-,-,27412,400,31167
13-04-2021,Chhattisgarh,-,-,352986,5031,456873
13-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3706,2,4209
13-04-2021,Delhi,-,-,687238,11355,736688
13-04-2021,Goa,-,-,57365,850,62780
13-04-2021,Gujarat,-,-,317981,4855,353516
13-04-2021,Haryana,-,-,294930,3282,320699
13-04-2021,Himachal Pradesh,-,-,63582,1124,70775
13-04-2021,Jammu and Kashmir,-,-,129439,2034,139381
13-04-2021,Jharkhand,-,-,125175,1232,141750
13-04-2021,Karnataka,-,-,985924,12941,1074869
13-04-2021,Kerala,-,-,1120174,4794,1172882
13-04-2021,Lakshadweep,-,-,737,1,813
13-04-2021,Ladakh,-,-,10053,131,10905
13-04-2021,Madhya Pradesh,-,-,301762,4221,344634
13-04-2021,Maharashtra,-,-,2834473,58245,3458996
13-04-2021,Manipur,-,-,29035,376,29514
13-04-2021,Meghalaya,-,-,13956,151,14300
13-04-2021,Mizoram,-,-,4468,12,4655
13-04-2021,Nagaland,-,-,12156,93,12416
13-04-2021,Odisha,-,-,340600,1928,351302
13-04-2021,Puducherry,-,-,41268,693,44555
13-04-2021,Punjab,-,-,240798,7559,276223
13-04-2021,Rajasthan,-,-,330172,2951,369564
13-04-2021,Sikkim,-,-,6113,136,6410
13-04-2021,Tamil Nadu,-,-,880910,12927,940145
13-04-2021,Telengana,-,-,306678,1772,332581
13-04-2021,Tripura,-,-,33113,394,33805
13-04-2021,Uttarakhand,-,-,100533,1767,110146
13-04-2021,Uttar Pradesh,-,-,614819,9224,705619
13-04-2021,West Bengal,-,-,582462,10414,619407
12-04-2021,Andhra Pradesh,-,-,897147,7300,925401
12-04-2021,Andaman and Nicobar Islands,-,-,5040,62,5190
12-04-2021,Arunachal Pradesh,-,-,16790,56,16882
12-04-2021,Assam,-,-,215943,1118,220310
12-04-2021,Bihar,-,-,266923,1610,283229
12-04-2021,Chandigarh,-,-,27037,399,30743
12-04-2021,Chhattisgarh,-,-,348121,4899,443297
12-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3687,2,4083
12-04-2021,Delhi,-,-,679573,11283,725197
12-04-2021,Goa,-,-,57134,848,62304
12-04-2021,Gujarat,-,-,315127,4800,347495
12-04-2021,Haryana,-,-,292632,3268,316881
12-04-2021,Himachal Pradesh,-,-,63202,1115,69686
12-04-2021,Jammu and Kashmir,-,-,129021,2034,138390
12-04-2021,Jharkhand,-,-,124238,1213,139384
12-04-2021,Karnataka,-,-,983157,12889,1065290
12-04-2021,Kerala,-,-,1117700,4783,1167190
12-04-2021,Lakshadweep,-,-,736,1,799
12-04-2021,Ladakh,-,-,10037,131,10780
12-04-2021,Madhya Pradesh,-,-,298645,4184,338145
12-04-2021,Maharashtra,-,-,2782161,57987,3407245
12-04-2021,Manipur,-,-,29013,376,29496
12-04-2021,Meghalaya,-,-,13933,151,14273
12-04-2021,Mizoram,-,-,4464,12,4619
12-04-2021,Nagaland,-,-,12155,93,12405
12-04-2021,Odisha,-,-,340062,1926,349561
12-04-2021,Puducherry,-,-,41036,691,44043
12-04-2021,Punjab,-,-,237391,7507,272772
12-04-2021,Rajasthan,-,-,328881,2926,363793
12-04-2021,Sikkim,-,-,6100,136,6405
12-04-2021,Tamil Nadu,-,-,878571,12908,933434
12-04-2021,Telengana,-,-,305900,1765,329529
12-04-2021,Tripura,-,-,33106,394,33743
12-04-2021,Uttarakhand,-,-,99729,1760,108812
12-04-2021,Uttar Pradesh,-,-,611622,9152,692015
12-04-2021,West Bengal,-,-,580515,10400,614896
11-04-2021,Andhra Pradesh,-,-,895949,7291,921906
11-04-2021,Andaman and Nicobar Islands,-,-,5038,62,5175
11-04-2021,Arunachal Pradesh,-,-,16790,56,16878
11-04-2021,Assam,-,-,215907,1117,219958
11-04-2021,Bihar,-,-,265870,1604,279473
11-04-2021,Chandigarh,-,-,26680,396,30341
11-04-2021,Chhattisgarh,-,-,342139,4777,432776
11-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3667,2,4014
11-04-2021,Delhi,-,-,674415,11235,714423
11-04-2021,Goa,-,-,56964,846,61779
11-04-2021,Gujarat,-,-,312151,4746,342026
11-04-2021,Haryana,-,-,290736,3252,313441
11-04-2021,Himachal Pradesh,-,-,62776,1115,69114
11-04-2021,Jammu and Kashmir,-,-,128691,2029,137475
11-04-2021,Jharkhand,-,-,123603,1192,137088
11-04-2021,Karnataka,-,-,980519,12849,1055040
11-04-2021,Kerala,-,-,1115342,4767,1160204
11-04-2021,Lakshadweep,-,-,733,1,794
11-04-2021,Ladakh,-,-,10023,131,10765
11-04-2021,Madhya Pradesh,-,-,295339,4160,332206
11-04-2021,Maharashtra,-,-,2748153,57638,3343951
11-04-2021,Manipur,-,-,29010,375,29486
11-04-2021,Meghalaya,-,-,13893,151,14246
11-04-2021,Mizoram,-,-,4458,11,4612
11-04-2021,Nagaland,-,-,12152,92,12400
11-04-2021,Odisha,-,-,339603,1926,348182
11-04-2021,Puducherry,-,-,40830,689,43737
11-04-2021,Punjab,-,-,234270,7448,269733
11-04-2021,Rajasthan,-,-,327866,2916,358688
11-04-2021,Sikkim,-,-,6099,136,6351
11-04-2021,Tamil Nadu,-,-,876257,12886,926816
11-04-2021,Telengana,-,-,305335,1759,327278
11-04-2021,Tripura,-,-,33104,393,33733
11-04-2021,Uttarakhand,-,-,99486,1752,107479
11-04-2021,Uttar Pradesh,-,-,608853,9085,676739
11-04-2021,West Bengal,-,-,578742,10390,610498
10-04-2021,Andhra Pradesh,-,-,894896,7279,918597
10-04-2021,Andaman and Nicobar Islands,-,-,5028,62,5161
10-04-2021,Arunachal Pradesh,-,-,16789,56,16875
10-04-2021,Assam,-,-,215828,1115,219553
10-04-2021,Bihar,-,-,265048,1598,276004
10-04-2021,Chandigarh,-,-,26337,393,29943
10-04-2021,Chhattisgarh,-,-,337156,4654,418678
10-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3652,2,3884
10-04-2021,Delhi,-,-,668699,11196,706526
10-04-2021,Goa,-,-,56797,845,61239
10-04-2021,Gujarat,-,-,309626,4697,337015
10-04-2021,Haryana,-,-,289121,3241,310504
10-04-2021,Himachal Pradesh,-,-,62411,1103,68173
10-04-2021,Jammu and Kashmir,-,-,128332,2023,136470
10-04-2021,Jharkhand,-,-,122936,1175,134715
10-04-2021,Karnataka,-,-,977169,12813,1048085
10-04-2021,Kerala,-,-,1112758,4750,1154010
10-04-2021,Lakshadweep,-,-,728,1,784
10-04-2021,Ladakh,-,-,9932,130,10619
10-04-2021,Madhya Pradesh,-,-,292598,4136,327220
10-04-2021,Maharashtra,-,-,2695148,57329,3288540
10-04-2021,Manipur,-,-,29009,375,29475
10-04-2021,Meghalaya,-,-,13889,151,14207
10-04-2021,Mizoram,-,-,4457,11,4583
10-04-2021,Nagaland,-,-,12150,92,12388
10-04-2021,Odisha,-,-,339200,1924,346808
10-04-2021,Puducherry,-,-,40694,687,43465
10-04-2021,Punjab,-,-,231885,7390,266494
10-04-2021,Rajasthan,-,-,327304,2898,354287
10-04-2021,Sikkim,-,-,6092,136,6329
10-04-2021,Tamil Nadu,-,-,874305,12863,920827
10-04-2021,Telengana,-,-,304548,1752,324091
10-04-2021,Tripura,-,-,33104,393,33685
10-04-2021,Uttarakhand,-,-,99113,1749,106246
10-04-2021,Uttar Pradesh,-,-,606646,9039,663991
10-04-2021,West Bengal,-,-,577474,10378,606455
09-04-2021,Andhra Pradesh,-,-,893651,7268,915832
09-04-2021,Andaman and Nicobar Islands,-,-,5027,62,5149
09-04-2021,Arunachal Pradesh,-,-,16788,56,16873
09-04-2021,Assam,-,-,215790,1112,219272
09-04-2021,Bihar,-,-,264730,1595,273830
09-04-2021,Chandigarh,-,-,26017,389,29521
09-04-2021,Chhattisgarh,-,-,334543,4563,407231
09-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3631,2,3842
09-04-2021,Delhi,-,-,663667,11157,698005
09-04-2021,Goa,-,-,56638,842,60811
09-04-2021,Gujarat,-,-,307346,4655,332474
09-04-2021,Haryana,-,-,287151,3230,307510
09-04-2021,Himachal Pradesh,-,-,61902,1096,67511
09-04-2021,Jammu and Kashmir,-,-,128020,2019,135662
09-04-2021,Jharkhand,-,-,122383,1158,132790
09-04-2021,Karnataka,-,-,973949,12767,1040130
09-04-2021,Kerala,-,-,1110283,4728,1148947
09-04-2021,Lakshadweep,-,-,719,1,778
09-04-2021,Ladakh,-,-,9868,130,10503
09-04-2021,Madhya Pradesh,-,-,290165,4113,322338
09-04-2021,Maharashtra,-,-,2649757,57028,3229547
09-04-2021,Manipur,-,-,29001,375,29463
09-04-2021,Meghalaya,-,-,13883,151,14165
09-04-2021,Mizoram,-,-,4454,11,4558
09-04-2021,Nagaland,-,-,12143,92,12381
09-04-2021,Odisha,-,-,338890,1923,345526
09-04-2021,Puducherry,-,-,40555,687,43242
09-04-2021,Punjab,-,-,229367,7334,263090
09-04-2021,Rajasthan,-,-,326299,2866,350317
09-04-2021,Sikkim,-,-,6090,136,6323
09-04-2021,Tamil Nadu,-,-,872415,12840,915386
09-04-2021,Telengana,-,-,303964,1746,321182
09-04-2021,Tripura,-,-,33103,393,33644
09-04-2021,Uttarakhand,-,-,98712,1744,105498
09-04-2021,Uttar Pradesh,-,-,606063,9003,654404
09-04-2021,West Bengal,-,-,576328,10370,602807
08-04-2021,Andhra Pradesh,-,-,892736,7262,913274
08-04-2021,Andaman and Nicobar Islands,-,-,5020,62,5131
08-04-2021,Arunachal Pradesh,-,-,16788,56,16861
08-04-2021,Assam,-,-,215722,1111,219027
08-04-2021,Bihar,-,-,264402,1591,271919
08-04-2021,Chandigarh,-,-,25688,388,29197
08-04-2021,Chhattisgarh,-,-,333227,4469,396579
08-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3619,2,3812
08-04-2021,Delhi,-,-,659980,11133,690568
08-04-2021,Goa,-,-,56531,840,60229
08-04-2021,Gujarat,-,-,305149,4620,328453
08-04-2021,Haryana,-,-,286182,3219,304638
08-04-2021,Himachal Pradesh,-,-,61642,1090,66890
08-04-2021,Jammu and Kashmir,-,-,127774,2018,134827
08-04-2021,Jharkhand,-,-,121885,1151,130908
08-04-2021,Karnataka,-,-,971556,12731,1033560
08-04-2021,Kerala,-,-,1108078,4710,1144594
08-04-2021,Lakshadweep,-,-,716,1,770
08-04-2021,Ladakh,-,-,9836,130,10412
08-04-2021,Madhya Pradesh,-,-,287869,4086,318014
08-04-2021,Maharashtra,-,-,2613627,56652,3173261
08-04-2021,Manipur,-,-,28998,374,29447
08-04-2021,Meghalaya,-,-,13882,150,14140
08-04-2021,Mizoram,-,-,4451,11,4522
08-04-2021,Nagaland,-,-,12143,92,12376
08-04-2021,Odisha,-,-,338662,1923,344647
08-04-2021,Puducherry,-,-,40442,687,42949
08-04-2021,Punjab,-,-,226887,7278,260020
08-04-2021,Rajasthan,-,-,325779,2866,346791
08-04-2021,Sikkim,-,-,6086,136,6317
08-04-2021,Tamil Nadu,-,-,870546,12821,911110
08-04-2021,Telengana,-,-,303601,1741,319054
08-04-2021,Tripura,-,-,33095,393,33612
08-04-2021,Uttarakhand,-,-,98444,1741,104711
08-04-2021,Uttar Pradesh,-,-,604979,8964,645930
08-04-2021,West Bengal,-,-,575371,10363,600024
07-04-2021,Andhra Pradesh,-,-,891883,7251,910943
07-04-2021,Andaman and Nicobar Islands,-,-,5010,62,5123
07-04-2021,Arunachal Pradesh,-,-,16786,56,16853
07-04-2021,Assam,-,-,215691,1111,218832
07-04-2021,Bihar,-,-,263849,1588,270392
07-04-2021,Chandigarh,-,-,25375,386,28798
07-04-2021,Chhattisgarh,-,-,329408,4416,386269
07-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3590,2,3788
07-04-2021,Delhi,-,-,656617,11113,685062
07-04-2021,Goa,-,-,56393,838,59702
07-04-2021,Gujarat,-,-,302932,4598,324878
07-04-2021,Haryana,-,-,284984,3208,302272
07-04-2021,Himachal Pradesh,-,-,61416,1081,66237
07-04-2021,Jammu and Kashmir,-,-,127520,2012,134015
07-04-2021,Jharkhand,-,-,121608,1144,129596
07-04-2021,Karnataka,-,-,968762,12696,1026584
07-04-2021,Kerala,-,-,1106123,4694,1141092
07-04-2021,Lakshadweep,-,-,712,1,751
07-04-2021,Ladakh,-,-,9824,130,10353
07-04-2021,Madhya Pradesh,-,-,285743,4073,313971
07-04-2021,Maharashtra,-,-,2583331,56330,3113354
07-04-2021,Manipur,-,-,28998,374,29435
07-04-2021,Meghalaya,-,-,13881,150,14135
07-04-2021,Mizoram,-,-,4447,11,4508
07-04-2021,Nagaland,-,-,12140,92,12365
07-04-2021,Odisha,-,-,338416,1922,343856
07-04-2021,Puducherry,-,-,40317,686,42776
07-04-2021,Punjab,-,-,223928,7216,257057
07-04-2021,Rajasthan,-,-,324996,2854,343990
07-04-2021,Sikkim,-,-,6085,136,6286
07-04-2021,Tamil Nadu,-,-,868722,12804,907124
07-04-2021,Telengana,-,-,303298,1734,316649
07-04-2021,Tripura,-,-,33092,393,33575
07-04-2021,Uttarakhand,-,-,98259,1736,103602
07-04-2021,Uttar Pradesh,-,-,603495,8924,639928
07-04-2021,West Bengal,-,-,574504,10355,597634
06-04-2021,Andhra Pradesh,-,-,891048,7244,909002
06-04-2021,Andaman and Nicobar Islands,-,-,5001,62,5116
06-04-2021,Arunachal Pradesh,-,-,16785,56,16851
06-04-2021,Assam,-,-,215657,1109,218740
06-04-2021,Bihar,-,-,263582,1586,269312
06-04-2021,Chandigarh,-,-,25033,384,28479
06-04-2021,Chhattisgarh,-,-,327689,4363,376348
06-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3556,2,3770
06-04-2021,Delhi,-,-,654277,11096,679962
06-04-2021,Goa,-,-,56298,837,59315
06-04-2021,Gujarat,-,-,300765,4581,321598
06-04-2021,Haryana,-,-,283869,3199,300173
06-04-2021,Himachal Pradesh,-,-,60905,1076,65809
06-04-2021,Jammu and Kashmir,-,-,127290,2010,133454
06-04-2021,Jharkhand,-,-,121310,1140,128332
06-04-2021,Karnataka,-,-,965275,12657,1020434
06-04-2021,Kerala,-,-,1104225,4680,1137590
06-04-2021,Lakshadweep,-,-,712,1,744
06-04-2021,Ladakh,-,-,9810,130,10303
06-04-2021,Madhya Pradesh,-,-,283540,4055,310249
06-04-2021,Maharashtra,-,-,2549075,56033,3057885
06-04-2021,Manipur,-,-,28997,374,29428
06-04-2021,Meghalaya,-,-,13877,150,14126
06-04-2021,Mizoram,-,-,4444,11,4500
06-04-2021,Nagaland,-,-,12138,92,12365
06-04-2021,Odisha,-,-,338150,1922,343268
06-04-2021,Puducherry,-,-,40178,684,42539
06-04-2021,Punjab,-,-,221578,7155,254152
06-04-2021,Rajasthan,-,-,324145,2841,341754
06-04-2021,Sikkim,-,-,6071,136,6263
06-04-2021,Tamil Nadu,-,-,866913,12789,903479
06-04-2021,Telengana,-,-,303013,1729,314735
06-04-2021,Tripura,-,-,33091,392,33554
06-04-2021,Uttarakhand,-,-,97881,1729,102811
06-04-2021,Uttar Pradesh,-,-,602319,8894,634033
06-04-2021,West Bengal,-,-,573782,10348,595576
05-04-2021,Andhra Pradesh,-,-,890137,7239,907676
05-04-2021,Andaman and Nicobar Islands,-,-,4990,62,5109
05-04-2021,Arunachal Pradesh,-,-,16785,56,16849
05-04-2021,Assam,-,-,215597,1109,218670
05-04-2021,Bihar,-,-,263233,1583,268377
05-04-2021,Chandigarh,-,-,24661,383,28194
05-04-2021,Chhattisgarh,-,-,326277,4319,369046
05-04-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3538,2,3744
05-04-2021,Delhi,-,-,651351,11081,676414
05-04-2021,Goa,-,-,56156,835,59068
05-04-2021,Gujarat,-,-,298737,4566,318438
05-04-2021,Haryana,-,-,282368,3191,298133
05-04-2021,Himachal Pradesh,-,-,60595,1070,65242
05-04-2021,Jammu and Kashmir,-,-,127049,2008,133012
05-04-2021,Jharkhand,-,-,120872,1130,127246
05-04-2021,Karnataka,-,-,963419,12625,1015155
05-04-2021,Kerala,-,-,1102359,4668,1135233
05-04-2021,Lakshadweep,-,-,704,1,741
05-04-2021,Ladakh,-,-,9802,130,10255
05-04-2021,Madhya Pradesh,-,-,281476,4040,306851
05-04-2021,Maharashtra,-,-,2522823,55878,3010597
05-04-2021,Manipur,-,-,28988,374,29423
05-04-2021,Meghalaya,-,-,13870,150,14122
05-04-2021,Mizoram,-,-,4439,11,4491
05-04-2021,Nagaland,-,-,12138,92,12363
05-04-2021,Odisha,-,-,337935,1922,342695
05-04-2021,Puducherry,-,-,40083,684,42359
05-04-2021,Punjab,-,-,219063,7083,251460
05-04-2021,Rajasthan,-,-,323618,2829,339325
05-04-2021,Sikkim,-,-,6071,135,6257
05-04-2021,Tamil Nadu,-,-,865071,12778,899807
05-04-2021,Telengana,-,-,302768,1723,313237
05-04-2021,Tripura,-,-,33085,392,33540
05-04-2021,Uttarakhand,-,-,97520,1727,102264
05-04-2021,Uttar Pradesh,-,-,601440,8881,630059
05-04-2021,West Bengal,-,-,573118,10344,593615
04-04-2021,Andhra Pradesh,-,-,889295,7234,905946
04-04-2021,Andaman and Nicobar Islands,-,-,4987,62,5098
04-04-2021,Arunachal Pradesh,-,-,16785,56,16849
04-04-2021,Assam,-,-,215549,1107,218601
04-04-2021,Bihar,-,-,262988,1582,267513
04-04-2021,Chandigarh,-,-,24309,382,27853
